CustomerID,ProductID,Predicted Rating,Name,UnitPrice
103416,414,2.3446329804181953,"Children's Disney Princess Crown Necklace 14K Yellow Gold 13""",199.99
103416,112,2.2851380796415213,New Banlance 580,20.0
103416,180,2.216073312440042,Beverage Steeve Bag,1.0
103416,473,2.3316546478602973,Le Vian Natural Emerald Necklace 1/5 ct tw Diamonds 14K Gold,1299.99
103416,436,2.392042866920401,"Men's Diamond Mariner Necklace 4 ct tw Round-cut 10K Yellow Gold 22""",6299.99
103416,669,2.08240121230139,"Everything You Are Diamond Necklace 3/4 ct tw 10K White Gold 18""",1999.99
103416,78,2.3097016839246027,Nhóm test,2.0
103416,485,2.1788273765606196,Le Vian Quartz Boxed Set 14K Strawberry Gold-Electroplate,199.0
103416,548,2.190421123617069,Unstoppable Love Necklace Lab-Created Sapphires Sterling Silver,99.99
103416,215,2.308709176976702,Diamond Promise Ring 1/5 ct tw Round-cut Sterling Silver,289.0
103416,445,2.131251575697005,"Hollow Figaro Chain 14K Yellow Gold 24""",419.99
103416,294,2.151232871823842,Le Vian Chocolate Diamond Paw Print Ring 5/8 ct tw 14K Gold,1699.99
103416,280,2.2911318500589424,Leo Zodiac Ring 1/10 ct tw Diamonds Sterling Silver,149.99
103416,368,2.2107880151061527,"Diamond Heart Necklace 1/10 ct tw Round-cut Sterling Silver 18""",80.0
103416,371,2.168034857209413,"Lab-Created Emerald & White Lab-Created Sapphire Heart Necklace Sterling Silver 18""",99.99
103416,72,2.3291637857994476,Túi rác sinh học,3.0
103416,493,2.2762759741327634,Lab-Created Opal and White Topaz Necklace Sterling Silver,249.99
103416,546,2.3508535417768535,"Unstoppable Love Necklace 1/2 ct tw 10K White Gold 19""",1199.99
103416,523,2.2434858029716214,"Forever Connected Diamond Necklace 1/4 ct tw Round-Cut 10K White Gold 18""",699.99
103416,490,2.186647980478723,"Cultured Pearl & White Topaz Raindrop Necklace Sterling Silver 18""",129.99
103416,42,2.088293750293271,Vintage Style Engagement Ring,2100.0
103416,329,2.289646930608635,Aquamarine & Diamond Ring 10K White Gold,349.99
103416,610,2.192531607811269,THE LEO Diamond Earrings 1/2 ct tw Round-cut 14K White Gold,1499.99
103416,54,2.217157964795205,Bạn Đắt Giá Bao Nhiêu?,3.0
103416,425,2.1458681970434377,"Forever Connected Diamond Necklace 1/3 ct tw Round/Princess 10K Yellow Gold 18""",799.99
103416,148,2.2235451448766224,Balo thời trang Troy - Bigbang,10.0
103416,114,2.1882941954453017,nike air force 1 low,20.0
103416,403,2.141297589107699,Amethyst Heart Necklace With Diamond Accent Sterling Silver,149.99
103416,186,2.149675655693617,Grass Straw,1.0
103416,137,2.1073585056772313,Tre Homestay Phòng riêng,17.17
103416,113,2.2521383894582807,Jordan Retro,17.0
103416,471,2.1869783108631267,Diamond Star Necklace 1/4 ct tw Round-cut 10K Yellow Gold,419.99
103416,258,2.1336373951890226,Diamond Promise Ring 1/10 ct tw Baguette & Round-cut 10K Yellow Gold,299.99
103416,56,2.2359453094851696,Nhà Giả Kim,2.1
103416,351,2.379845125964188,Diamond Anniversary Ring 1/10 ct tw Round-cut 10K White Gold,239.2
103416,352,2.1709245783460807,Black Silicone Women's Wedding Band,23.99
103416,654,2.09454531122507,Le Vian Tanzanite Ring 1/2 ct tw Diamonds 14K Strawberry Gold,1499.99
103416,415,2.1445954703701346,Color Stone Family Moon and Stars Necklace,125.0
103416,140,2.2915067826498974,Thời Bao Cấp Homestay Phòng Đơn,6.86
103416,66,2.280024058330106,Ống hút kim loại,0.0
103416,299,2.192141394654874,Diamond Ring 1/10 ct tw Round-cut 10K White Gold,299.0
103416,184,2.221830789323002,Paper Coffee Cup,0.5
103416,667,2.165345113321579,Whale Necklace 10K Yellow Gold,229.0
103416,643,2.2806989261844186,Men's Brooks Addiction Walker 2 Walking Sneaker,129.0
103416,122,2.250667536425775,Hộp bã mía,5.0
103416,434,2.1886389173303504,"Rope Necklace 10K Yellow Gold 24"" Length",269.0
103416,680,2.2482794726917965,레드슈즈,4.0
103416,208,2.181066734427015,Blue & White Diamonds 1/8 ct tw Round-cut Sterling Silver Promise Ring,199.0
103416,443,2.190536166845439,"Box Chain 14K Yellow Gold 20"" Length",1299.99
103416,477,2.188466978855112,Diamond Necklace 1/3 ct tw Round-cut 14K Yellow Gold,699.0
103416,520,2.1485221848041816,"Forever Connected Diamond Necklace 1/3 ct tw Round/Princess 10K Yellow Gold 18""",799.99
103416,365,2.234606279658575,Hallmark Diamonds Heart Necklace 1/2 ct tw Sterling Silver 18,799.99
103416,451,2.266294473601133,Triangle Necklace 14K Yellow Gold,499.99
103416,17,2.130011818176633,Apple iCam,1300.0
103416,30,2.2339321678597663,Levi's 511 Jeans,43.5
103416,432,2.172690530899208,"Paperclip Necklace 10K Yellow Gold 18""",799.99
103416,377,2.2490101977155317,"Diamond XO Necklace 1/10 ct tw Sterling Silver 18""",199.99
103416,670,2.2746067764147666,The Pirates: The Last Royal Treasure,50.0
103416,410,2.2174802888967973,Unstoppable Love Heart Necklace Sterling Silver,79.99
103416,460,2.3106651826458604,Pisces Zodiac Necklace 1/10 ct tw Diamonds 10K Yellow Gold,329.0
103416,472,2.2699328736159754,"Opal & Diamond Necklace 1/20 ct tw 10K Yellow Gold 18""",699.99
103416,373,2.108203519232532,Heart Necklace 1/15 ct tw Diamonds Sterling Silver/10K Gold,259.0
103416,77,2.380380170640481,Túi Vải Gấp Gọn Thông Minh Bảo Vệ Môi Trường,1.7000000000000002
103416,325,2.245085856965059,Men's Onyx & Diamond Ring 1/10 ct tw 10K Yellow Gold,899.99
103416,314,2.2237200413696474,Le Vian Amethyst & Iolite Ring 5/8 ct tw Diamonds 14K Gold,599.99
103416,311,2.20074923144916,Le Vian Diamond Ring 7/8 ct tw Round-cut 14K Honey Gold,1999.99
103416,480,2.143443635312769,Amethyst Heart Necklace Diamond Accents Sterling Silver,129.99
103416,433,2.2057492563257197,"Cuban Chain Necklace 10K Yellow Gold 24""",1199.99
103416,33,2.2958241182222054,Ray Ban Aviator Sunglasses,25.0
103416,620,2.220032899296083,Laptop Lenovo IdeaPad Slim 3 15ALC6 R3 5300U/8GB/512GB/15.6''FHD/Win 11,1000.0
103416,147,2.193826164793227,Gối Ôm Vuông BTS GVKC060,8.0
103416,609,2.3007749823456147,Children's Stud Earrings Boxed Set 14K Yellow Gold,149.99
103416,99,2.093340269287588,Túi xách tay,13.0
103416,175,2.199904555322782,iPhone Xs Max 64GB,1070.0
103416,674,2.1497674415641437,Don't Look Up,15.0
103416,540,2.160287045691981,"Disney Treasures The Aristocats Diamond Necklace 1/10 ct tw Sterling Silver & 10K Rose Gold 18""",349.99
103416,501,2.184965213352588,Amethyst Heart Necklace With Diamond Accent Sterling Silver,149.99
103416,270,2.2351502090589928,Diamond Leaf Ring 1/10 ct tw Round-cut 10K Rose Gold,399.0
103416,585,2.210064379332395,Children's Small Hoop Earrings 14K Yellow Gold,79.99
103416,671,2.161963289073938,Howl’s Moving Castle,10.0
103416,564,2.1626570676551475,Italian Oval Glitter Hoop Earrings 14K Yellow Gold,299.99
103416,214,2.157026104710707,Diamond Promise Ring 1/6 ct tw Black/White Sterling Silver,159.0
103416,220,2.2431104536364224,Diamond Promise Ring 1/10 ct tw Round-cut Sterling Silver,179.0
103416,331,2.2817310348299973,Ethiopian Opal & Diamond Ring 1/10 ct tw 10K Rose Gold,699.99
103416,124,2.182303238192537,Túi giấy,3.0
103416,597,2.1348377879513047,Lab-Created Ruby Earrings Lab-Created Sapphires Sterling Silver,89.99
103416,393,2.2757475038575183,Unstoppable Love Necklace Lab-Created Sapphire Sterling Silver,149.99
103416,349,2.190010607909755,Anniversary Band 1/4 ct tw Diamonds 10K White Gold,399.2
103416,604,2.240211480032816,Encircled by Love Diamond Stud Earrings 1/5 ct tw Round-cut 10K Yellow Gold,499.99
103416,690,2.2248182347891907,Ponyo,3.0
103416,293,2.261081203226834,Men's Diamond Ring 2 ct tw Round-cut 10K Yellow Gold,2999.99
103416,190,2.1357430813882448,Nhãn Lồng Hưng Yên,11.99
103416,649,2.226858267350897,Diamond Oval Promise Ring 1/4 ct tw Round-cut Sterling Silver,349.99
103416,173,2.270057760381247,Basic Jogger In Black,20.0
103416,405,2.3011605281745657,"Circle of Gratitude Diamond Heart Necklace 1/10 ct tw Round-cut 10K Rose Gold 19""",599.99
103416,213,2.2196698408687454,Diamond Promise Ring 1/4 ct tw Round/Baguette 10K White Gold,529.0
103416,426,2.3166897935563644,"Forever Connected Diamond Necklace 1/3 ct tw Pear/Round-Cut 10K Yellow Gold 18""",799.99
103416,366,2.1278351603138224,Hallmark Diamonds Heart Necklace 1/15 ct tw Sterling Silver,179.99
103416,383,2.2518694210036445,"Blue & White Lab-Created Sapphire 'I Love You Mom' Necklace Sterling Silver 18""",99.99
103416,379,2.18772360561108,"Heart Paw Print Necklace 14K Yellow Gold 16""-18"" Adjustable",599.99
103416,319,2.2255779313832704,Le Vian Chocolatier Ring 1-1/3 ct tw Diamonds 14K Vanilla Gold,11297.5
103416,92,2.3191452426943573,Combo Hoa ban,24.0
103416,81,2.2518071336203236,Giày Sneaker Unisex Converse Chuck Taylor All Star 1970s White/w 2018 SF,15.0
103416,397,2.2720505031699942,Hallmark Diamonds Necklace 1/10 ct tw Sterling Silver/10K Gold,249.99
103416,424,2.237831868445452,Color Stone Nameplate Mrs. Necklace,185.0
103416,370,2.2846914120543906,Black Diamond Necklace 1/15 carat tw 10K Rose Gold,229.0
103416,192,2.1485970014655384,Diamond Promise Ring 1/5 ct tw Round-cut Sterling Silver,150.0
103416,629,2.277839145931278,Laptop Acer Aspire 3 A315-58-35AG i3 1115G4/4GB/256GB SSD/15.6''FHD/Win11,756.0
103416,559,2.214272091550294,Twist Hoop Earrings 14K Yellow Gold,329.99
103416,683,2.281954930213599,Mission: Impossible - Fallout,2.0
103416,8,2.0739609738690223,HP Envy 6-1180ca 15.6-Inch Sleekbook,1460.0
103416,37,2.289452002137475,Fahrenheit 451 by Ray Bradbury,27.0
103416,592,2.145654338112299,Men's Diamond Ankh Earrings 1/4 ct tw Round-cut 10K Yellow Gold,599.99
103416,598,2.2021007601511307,Lab-Created Opal Lab-Created Sapphires Sterling Silver Earrings,129.99
103416,228,2.311833097070547,Diamond Promise Ring 1/8 ct tw Round-cut 10K Rose Gold,359.0
103416,334,2.209089569972023,Le Vian Opal Ring 1/5 ct tw Diamonds 14K Strawberry Gold,1699.99
103416,359,2.106582434636731,Sapphire Ring 1/10 ct tw Diamonds 10K White Gold,699.99
103416,688,2.242418752890174,Snowpiercer,2.0
103416,378,2.245461641335875,Angel Locket Necklace Black Diamond Accents Sterling Silver,84.99
103416,55,2.2170905267527394,Tuổi 20 tôi đã sống như một bông hoa dại,2.0
103416,233,2.1275987763096564,Diamond Promise Ring 1/10 ct tw Round-cut 10K White Gold,359.0
103416,5,2.347752574839914,Asus N551JK-XO076H Laptop,1500.0
103416,295,2.2774518258420207,Everything You Are Diamond Ring 2 ct tw 10K White Gold,6899.99
103416,256,2.141188872562506,Infinity Symbol Ring 1/6 ct tw Diamonds Sterling Silver,299.0
103416,394,2.113054998357547,"Godiva x Le Vian Diamond Heart Necklace 3/8 ct tw 14K Honey Gold 19""",1599.99
103416,479,2.153293765575379,"Cultured Pearl & White Lab-Created Sapphire Vine Necklace Sterling Silver 18""",249.99
103416,507,2.124316492953303,"Forever Connected Diamond Necklace 1/3 ct tw Round/Princess 10K Yellow Gold 18""",799.99
103416,320,2.181612930981243,Le Vian Opal Ring 1/5 ct tw Diamonds 14K Strawberry Gold,1699.99
103416,11,2.1726425656893134,Windows 8 Pro,65.0
103416,533,2.1526860928144873,"Disney Treasures The Lion King Diamond Necklace 1/10 ct tw Sterling Silver & 10K Yellow Gold 17""",329.99
103416,288,2.2396550782197115,Le Vian Diamond Butterfly Ring 5/8 ct tw 14K Honey Gold,2499.99
103416,262,2.1520108346710565,THE LEO Diamond Ring 1 ct tw Round-cut 14K White Gold,2999.99
103416,636,2.1003070978086265,Samsung Galaxy S22 Ultra 5G 128GB,536.0
103416,389,2.2227157426686905,"Natural Ruby Necklace 1/5 ct tw Diamonds 10K Rose Gold 17""",899.99
103416,611,2.247998351516028,Le Vian Opal Earrings 1/5 ct tw Diamonds 14K Strawberry Gold,839.99
103416,167,2.2063311151667184,Tank top 01,15.0
103416,247,2.244172047294883,Diamond Promise Ring 1/10 ct tw Round-cut Sterling Silver,179.0
103416,253,2.3497556796649914,Diamond Promise Ring 1/6 ct tw Blue/White 10K Rose Gold,419.0
103416,243,2.206101569706477,Diamond Promise Ring 1/8 ct tw Round-cut Sterling Silver,179.0
103416,614,2.2187600862379995,Le Vian Denim Ombre Hoop Earrings 14K Vanilla Gold,1609.99
103416,162,2.1642855506456087,Bơ Sáp Đà Lạt,4.27
103416,455,2.264018613074944,"Cultured Pearl Necklace 1/15 ct tw Diamonds 14K Yellow Gold 17""",599.99
103416,531,2.139649554534426,"Disney Treasures The Nightmare Before Christmas Diamond Necklace 1/5 ct tw Sterling Silver & 10K Rose Gold 17""",0.0
103416,565,2.170861755784749,Diamond Hoop Earrings 1/10 ct tw Round-cut Sterling Silver,199.99
103416,453,2.2071298901035457,"Le Vian Diamond Heart Necklace 1/4 ct tw 14K Honey Gold 18""",1099.99
103416,10,2.265588118339441,Adobe Photoshop CS4,75.0
103416,555,2.1596225870540744,"Unstoppable Love Ruby Necklace 1/10 ct tw Diamonds Sterling Silver 19""",199.99
103416,275,2.2536983513149664,Diamond Heart Ring 1/20 ct tw Sterling Silver,99.99
103416,289,2.1628165986470034,Everything You Are Diamond Ring 1 ct tw 10K Yellow Gold,2699.99
103416,234,2.308537155310752,3-Stone Promise Ring 1/6 ct tw Diamonds Sterling Silver,279.0
103416,84,2.210633035623377,Xiaomi Redmi 7 16GB,129.0
103416,327,2.140257063767963,Neil Lane Morganite Engagement Ring 3/8 ct tw Diamonds 14K Gold,2399.0
103416,538,2.236139525654833,"Star Wars Grogu Necklace 1/10 ct tw Diamonds Sterling Silver 18""",299.99
103416,251,2.1825110055374557,Diamond Promise Ring 1/8 ct tw Round-cut Sterling Silver,249.0
103416,45,2.1536790946053,$100 Physical Gift Card,100.0
103416,638,2.2892614168165535,OPPO Reno6 Z 5G,254.0
103416,401,2.132590216945646,"Lab-Created Ruby & White Lab-Created Sapphire Heart Necklace Sterling Silver 18""",179.99
103416,665,2.2335375058430182,"Lab-Created Ruby & Lab-Created White Sapphire Heart Necklace Sterling Silver 18""",129.99
103416,678,2.158169016865578,The Weekend Away,3.0
103416,201,2.106753930079689,Diamond Promise Ring 1/6 ct tw Round-cut 10K White Gold,649.0
103416,222,2.1836185397429557,Black/White Diamond Promise Ring 1/5 ct tw Sterling Silver,239.0
103416,44,2.247892481146683,$50 Physical Gift Card,50.0
103416,571,2.1281556572725693,Children's Cubic Zirconia Huggie Earrings 14K Yellow Gold,129.99
103416,110,2.1254611215196864,Vans,25.0
103416,79,2.2472901178208464,Giày Sneaker Unisex Converse Chuck Taylor All Star 1970s Black/w 2018,18.0
103416,613,2.149684206694519,Le Vian Garnet Earrings 1/5 ct tw Diamonds 14K Strawberry Gold,839.99
103416,315,2.163833481152307,Le Vian Amethyst Ring 14K Vanilla Gold,699.99
103416,179,2.1773225535792964,Samsung Galaxy Note 8,429.0
103416,603,2.2609447866291816,Le Vian Multi-Gemstone Earrings 1/10 ct tw Diamonds 14K Honey Gold,1139.99
103416,491,2.1741492884872575,Blue Topaz Necklace 1/10 ct tw Diamonds Sterling Silver,299.99
103416,57,2.182374165073016,Ống hút giấy,2.0
103416,395,2.1519679713806803,"Diamond Heart Necklace 1/4 ct tw Round-Cut 10K Yellow Gold 18""",499.99
103416,202,2.2326040680880577,Diamond Promise Ring 1/5 ct tw Round/Baguette 10K Rose Gold,599.99
103416,579,2.2506983732877117,Geometric Hoop Earrings 14K Yellow Gold,349.99
103416,93,2.208366941771072,Dép cói,5.0
103416,174,2.2542195289148386,Bamboo Basket,6.0
103416,594,2.1174726017759538,Drop Earrings 14K Yellow Gold,179.99
103416,238,2.2688287106152174,Black/White Diamond Promise Ring 1/6 ct tw Sterling Silver,179.0
103416,448,2.2363998885708063,"Beaded Cable Chain Necklace 14K Yellow Gold 16"" Length",399.99
103416,508,2.1723949004357643,"Forever Connected Diamond Necklace 1 ct tw Round/Pear 10K White Gold 18""",2499.99
103416,100,2.3269244654426817,Túi cói,6.0
103416,419,2.3097151491709673,Nameplate Heart Necklace,200.0
103416,188,2.210594168010414,Chuối Ngự - Nam Định,1.2
103416,216,2.229904040783544,Diamond Promise Ring 1/5 ct tw Round-cut Sterling Silver,289.0
103416,125,2.1641345233909948,Aó Sơ Mi Form Rộng Dáng Dài B&Y,8.0
103416,82,2.350022895776234,Giày Sneaker Unisex Sk8 Hi Vans - Black,20.0
103416,518,2.2878259741524825,"Forever Connected Diamond Necklace 1/2 ct tw Round/Pear 10K White Gold 18""",1299.99
103416,217,2.2320354129701463,Diamond Promise Ring 1/8 ct tw Round-cut Sterling Silver Ring,229.0
103416,494,2.22998285110537,"Lab-Created Emerald & White Lab-Created Sapphire Heart Necklace Sterling Silver 18""",99.99
103416,133,2.2295667378843373,HẠT GIỐNG SEN NHẬT,1.3
103416,46,2.187054433688865,Samsung A7,3.0
103416,418,2.1651214542681902,Nameplate Butterfly Necklace,495.0
103416,143,2.1052011325170406,Gậy Cổ Vũ Unoff Lightstick Seventeen,21.0
103416,505,2.255095198722947,Cultured Pearl Necklace Sapphires/Diamonds 10K White Gold,399.99
103416,129,2.1962234527836832,Le Bleu Homestay dành cho 4 người,30.04
103416,563,2.353770249854305,Diamond Hoop Earrings 1/2 ct tw Round-cut 10K White Gold,599.99
103416,642,2.3114920079537025,Women's Cole Haan GrandPro Tennis Sneaker,130.0
103416,517,2.214440746887618,"Forever Connected Diamond Necklace 1/4 ct tw Round/Pear 10K White Gold 18""",699.99
103416,225,2.200016961206444,Diamond Promise Ring 1/10 ct tw Round-cut 10K White Gold,329.0
103416,675,2.2249682364285324,Red Notice,6.0
103416,474,2.2110489688710966,Le Vian Emerald Necklace 3/8 ct tw Diamonds 14K Honey Gold,1749.99
103416,372,2.2360856839585126,Heart Necklace 1/20 ct tw Diamonds 10K White Gold,279.0
103416,2,2.3233983175401045,Digital Storm VANQUISH 3 Custom Performance PC,1259.0
103416,31,2.2091790142342216,Obey Propaganda Hat,30.0
103416,49,2.207984950604239,Giày Sneaker Unisex Sk8 Hi Vans - Navy,20.0
103416,324,2.2088054263140435,Men's Diamond & Lab-Created Ruby Lion Ring 1/2 ct tw Round-cut 10K Yellow Gold,2199.0
103416,503,2.33671054323996,"Lab-Created Opal & White Lab-Created Sapphire 'Mom' Heart Necklace Sterling Silver 18""",79.99
103416,506,2.1695544892649914,Peacock Necklace Blue & White Topaz Sterling Silver,129.99
103416,616,2.1854481453322454,Le Vian Diamond Earrings 1-1/3 ct tw 14K Honey Gold,2309.99
103416,340,2.165175518099549,Lab-Created Ruby & White Lab-Created Sapphire Ring Sterling Silver,699.99
103416,164,2.2004713693757387,Chôm Chôm Tiền Giang,0.99
103416,651,2.21714399308227,1/10 Carat t.w. Diamond Promise Ring,116.32
103416,224,2.2844285491489087,Diamond Ring 1/5 ct tw Sterling Silver/10K Rose Gold,499.99
103416,347,2.2179242199142295,Diamond Wedding Band 1/6 Carat tw 10K Rose Gold,359.99
103416,153,2.2329766159367876,Bộ thìa đũa dĩa làm từ lúa mạch,5.0
103416,121,2.1778285852971937,Ống hút inox,3.0
103416,88,2.1958058630924073,Xiaomi Redmi Note 6 Pro 64GB,245.0
103416,131,2.164396456088621,LeBleu Homestay dành cho 2 người,17.17
103416,442,2.1789224558959495,"Children's Minnie Mouse Pink Cubic Zirconia Necklace 14K Yellow Gold 13""",199.99
103416,386,2.2270203244216704,Diamond Heart Necklace 1/5 ct tw Round-cut 10K Two-Tone Gold,849.0
103416,369,2.1742514321255304,Diamond Heart Necklace 1/6 ct tw Black/White Sterling Silver,159.0
103416,462,2.256703641841594,Lab-Created Opal Necklace 1/20 ct tw Diamonds 10K Yellow Gold,499.99
103416,108,2.111134855927772,Giày Sneaker Adidas Superstar Nam Nữ Rubber Da Trơn White/Trắng,25.0
103416,96,2.2750782026493157,Móc khóa BTS phát sáng BTS mẫu B,2.0
103416,14,2.057993774206858,Nikon D5500 DSLR - Black,670.0
103416,390,2.1596461285487876,Mom Heart Necklace 14K Yellow Gold 16 to 18 Adjustable,549.99
103416,257,2.174317812803241,Hallmark Diamonds Lab-Created Blue Sapphire Promise Ring 1/10 ct tw Sterling Silver & 10K Rose Gold,299.99
103416,502,2.2291795872258433,Love Necklace Lab-Created Ruby Sterling Silver,99.99
103416,577,2.1848336904243606,Woven Heart Hoop Earrings 14K Yellow Gold,199.99
103416,166,2.203334046405319,Dâu Tây Đà Lạt,5.5600000000000005
103416,599,2.246446870637857,Amethyst & White Lab-Created Sapphire Drop Earrings 10K Rose Gold,499.99
103416,569,2.3442576299136353,Diamond Heart Hoop Earrings 1/4 ct tw Round-cut Sterling Silver,249.99
103416,346,2.185327017285767,Stackable Ring Sterling Silver,21.99
103416,392,2.2427991492347594,"Godiva x Le Vian Ruby Heart Necklace 3/8 ct tw Diamonds 14K Strawberry Gold 19""",1999.99
103416,12,2.126377286490701,Sound Forge Pro 11 (recurring),54.99
103416,348,2.2604466721022773,Diamond Eternity Ring 2 ct tw Round-cut 14K White Gold,3199.2
103416,382,2.2162233568608736,"Lab-Created Emerald MOM Necklace Sterling Silver 18""",149.99
103416,640,2.207944482767744,Samsung Galaxy Z Fold3 5G 256GB,368.0
103416,316,2.247798692877087,Le Vian Diamond Ring 1 ct tw 14K Strawberry Gold,2499.99
103416,58,2.2291112184805417,Giấy nảy mầm,2.0
103416,406,2.15227268786937,Blue/White Diamond Necklace 1/6 ct tw Sterling Silver,259.0
103416,264,2.2615943332999855,Mom Ring 1/5 ct tw Diamonds Sterling Silver,299.0
103416,650,2.167439461863142,Hallmark Diamonds Ring 1/5 ct tw Sterling Silver & 10K Rose Gold,449.99
103416,345,2.2305466588601988,Crown Ring Lab-Created White Sapphires Sterling Silver,99.99
103416,74,2.1953887568773536,Ly Giấy Dùng Một Lần EDO TH7526,15.0
103416,446,2.1308249166344755,Lab-Created Emerald Necklace with Diamonds 10K Yellow Gold,399.99
103416,496,2.345033813122505,Heart Necklace Lab-Created Sapphire Sterling Silver/10K Gold,129.99
103416,539,2.2955559718204057,"Disney Treasures Alice in Wonderland ""Cheshire Cat"" Diamond & Amethyst Necklace 1/10 ct tw Sterling Silver/10K Rose Gold",399.99
103416,475,2.1942155521443465,Diamond Cross Necklace 1/4 ct tw Round-cut 10K Yellow Gold,619.0
103416,632,2.2196308849591286,"Laptop Lenovo IdeaPad Slim 3 15ITL6 i3 1115G4/8GB/512GB/15.6""FHD/Win 11",987.0
103416,34,2.2308599007330825,Night Visions,2.8
103416,160,2.0670083094702636,Túi giấy,3.0
103416,290,2.294741917576432,Le Vian Nude and Chocolate Diamond Ring 1/4 ct tw 14K Honey Gold,799.99
103416,409,2.2465700190836513,"Hallmark Diamonds Mom Necklace 1/20 ct tw 10K Rose Gold Sterling Silver 18""",89.99
103416,292,2.229251003845378,Le Vian Men's Diamond Ring 7/8 ct tw 14K Honey Gold,2999.99
103416,364,2.1541479064254836,Neil Lane Ruby Anniversary Band 1/6 ct tw Diamonds 14K Gold,1079.99
103416,126,2.253601794142887,Aó Thun B&Y,3.0
103416,226,2.181462156549413,Diamond Promise Ring 1/2 ct tw Round-cut 10K White Gold,1099.0
103416,358,2.1538462801268476,Stackable Ring Sterling Silver,28.99
103416,269,2.2192692956410105,Bone Infinity Ring 1/20 ct tw Blue Diamonds Sterling Silver,79.99
103416,21,2.0619014989056033,Beats Pill 2.0 Wireless Speaker,79.99
103416,530,2.2194860655232582,"Forever Connected Diamond Necklace 1/2 ct tw Round-Cut 10K White Gold 18""",1199.99
103416,375,2.1487127531536587,Diamond Heart Boxed Set 1/2 ct tw Sterling Silver,399.99
103416,423,2.2302668249467725,Color Stone Nameplate Mrs. Necklace,348.0
103416,70,2.1914774084024127,Vải sáp ong,5.0
103416,106,2.168181732978866,Converse đen cổ thấp,22.0
103416,185,2.2716776432261048,Circle Straw Bag,2.0
103416,36,2.2203705808141145,Science & Faith,0.0
103416,626,2.308525512815214,"Laptop HP 14s-cf2527TU i3-10110U/4GB/256GB/14.0""HD/Win 11",650.0
103416,135,2.3039896279741576,Quần Short Kaki ống rộng B&Y,2.5
103416,677,2.23661169586176,The Bombardment,2.0
103416,527,2.2196194140467176,"Forever Connected Diamond Necklace 1/4 ct tw Princess/Round-Cut 10K White Gold 18""",699.99
103416,111,2.1073885077134937,Puma,20.0
103416,63,2.117979781620215,Bông tắm sơ mướp,1.5
103416,318,2.23063070681025,Le Vian Aquaprase & Diamond Ring 1/3 ct tw 14K Strawberry Gold,3299.99
103416,261,2.243544595067071,Mother & Child Ring 1/20 cttw Diamonds Sterling Silver/10K Gold,159.0
103416,556,2.1880760305713336,Forever Connected Diamond Hoop Earrings 3/8 ct tw Princess/Round 10K Yellow Gold,999.99
103416,287,2.2191122802489125,Heart Ring 1/20 cttw Diamonds Sterling Silver/10K Two-Tone Gold,229.0
103416,161,2.201592115291637,Basic tee 1,14.0
103416,119,2.3422649196963583,Quần Jeans Nữ B&Y,9.0
103416,601,2.1244849050337136,Flower Earrings 14K Yellow Gold,303.99
103416,242,2.3670156613207642,Diamond Heart Promise Ring 1/6 ct tw Round-cut 10K Yellow Gold,399.99
103416,182,2.245067757790049,Samsung Galaxy A70,385.0
103416,254,2.0485531302807174,Diamond Promise Ring 1/6 ct tw Round-cut 10K Yellow Gold,529.0
103416,189,2.178295458615851,Mận Hậu - Sơn La,9.2
